"Month","Avg. Players","Gain","% Gain","Peak Players","Game","Genre"
"March 2015",7256.95,"-1159.57","-13.78%",13014,"Left 4 Dead 2","Cooperative"
"February 2015",8416.52,"-1249.39","-12.93%",13285,"Left 4 Dead 2","Cooperative"
"January 2015",9665.91,"591.87","+6.52%",17156,"Left 4 Dead 2","Cooperative"
"December 2014",9074.04,"308.65","+3.52%",17356,"Left 4 Dead 2","Cooperative"
"November 2014",8765.38,"918.38","+11.70%",18037,"Left 4 Dead 2","Cooperative"
"October 2014",7847,"-587.11","-6.96%",15176,"Left 4 Dead 2","Cooperative"
"September 2014",8434.12,"14.06","+0.17%",18732,"Left 4 Dead 2","Cooperative"
"August 2014",8420.05,"-1414.38","-14.38%",12255,"Left 4 Dead 2","Cooperative"
"July 2014",9834.44,"724.47","+7.95%",16811,"Left 4 Dead 2","Cooperative"
"June 2014",9109.97,"649.67","+7.68%",18392,"Left 4 Dead 2","Cooperative"
"May 2014",8460.3,"-790.75","-8.55%",14600,"Left 4 Dead 2","Cooperative"
"April 2014",9251.05,"-1768.30","-16.05%",16210,"Left 4 Dead 2","Cooperative"
"March 2014",11019.34,"-1966.95","-15.15%",22266,"Left 4 Dead 2","Cooperative"
"February 2014",12986.29,"-10123.88","-43.81%",24471,"Left 4 Dead 2","Cooperative"
"January 2014",23110.17,"2121.33","+10.11%",61325,"Left 4 Dead 2","Cooperative"
"December 2013",20988.84,"14105.28","+204.91%",161590,"Left 4 Dead 2","Cooperative"
"November 2013",6883.56,"1218.90","+21.52%",16177,"Left 4 Dead 2","Cooperative"
"October 2013",5664.66,"-430.96","-7.07%",10267,"Left 4 Dead 2","Cooperative"
"September 2013",6095.63,"-1749.56","-22.30%",10982,"Left 4 Dead 2","Cooperative"
"August 2013",7845.19,"-4538.39","-36.65%",13284,"Left 4 Dead 2","Cooperative"
"July 2013",12383.57,"5208.83","+72.60%",39026,"Left 4 Dead 2","Cooperative"
"June 2013",7174.74,"236.51","+3.41%",12810,"Left 4 Dead 2","Cooperative"
"May 2013",6938.23,"-382.78","-5.23%",12116,"Left 4 Dead 2","Cooperative"
"April 2013",7321.01,"-2016.37","-21.59%",14109,"Left 4 Dead 2","Cooperative"
"March 2013",9337.38,"1229.50","+15.16%",21574,"Left 4 Dead 2","Cooperative"
"February 2013",8107.87,"-1309.00","-13.90%",14424,"Left 4 Dead 2","Cooperative"
"January 2013",9416.88,"12.89","+0.14%",17873,"Left 4 Dead 2","Cooperative"
"December 2012",9403.98,"-12.91","-0.14%",19518,"Left 4 Dead 2","Cooperative"
"November 2012",9416.89,"470.03","+5.25%",21298,"Left 4 Dead 2","Cooperative"
"October 2012",8946.86,"2595.92","+40.87%",48599,"Left 4 Dead 2","Cooperative"
"September 2012",6350.94,"-1876.73","-22.81%",11229,"Left 4 Dead 2","Cooperative"
"August 2012",8227.67,"-4000.80","-32.72%",14848,"Left 4 Dead 2","Cooperative"
"July 2012",12228.47,"-","-",21811,"Left 4 Dead 2","Cooperative"
"March 2022",226114.89,"-15059.57","-6.24%",535587,"Player-Unknown's Battlegrounds","Multiplayer"
"February 2022",241174.46,"-1147.89","-0.47%",532109,"Player-Unknown's Battlegrounds","Multiplayer"
"January 2022",242322.35,"88651.54","+57.69%",696704,"Player-Unknown's Battlegrounds","Multiplayer"
"December 2021",153670.81,"12409.62","+8.78%",363839,"Player-Unknown's Battlegrounds","Multiplayer"
"November 2021",141261.19,"-17176.69","-10.84%",341570,"Player-Unknown's Battlegrounds","Multiplayer"
"October 2021",158437.88,"-8664.24","-5.18%",393496,"Player-Unknown's Battlegrounds","Multiplayer"
"September 2021",167102.12,"-17726.28","-9.59%",400709,"Player-Unknown's Battlegrounds","Multiplayer"
"August 2021",184828.4,"-1421.57","-0.76%",444355,"Player-Unknown's Battlegrounds","Multiplayer"
"July 2021",186249.97,"6911.70","+3.85%",413274,"Player-Unknown's Battlegrounds","Multiplayer"
"June 2021",179338.27,"-5362.95","-2.90%",427913,"Player-Unknown's Battlegrounds","Multiplayer"
"May 2021",184701.21,"-1409.44","-0.76%",419509,"Player-Unknown's Battlegrounds","Multiplayer"
"April 2021",186110.65,"-7003.53","-3.63%",453579,"Player-Unknown's Battlegrounds","Multiplayer"
"March 2021",193114.18,"-5843.34","-2.94%",464480,"Player-Unknown's Battlegrounds","Multiplayer"
"February 2021",198957.52,"-2289.67","-1.14%",447390,"Player-Unknown's Battlegrounds","Multiplayer"
"January 2021",201247.19,"12013.61","+6.35%",451998,"Player-Unknown's Battlegrounds","Multiplayer"
"December 2020",189233.58,"9713.32","+5.41%",444680,"Player-Unknown's Battlegrounds","Multiplayer"
"November 2020",179520.26,"16934.62","+10.42%",438919,"Player-Unknown's Battlegrounds","Multiplayer"
"October 2020",162585.64,"-6508.07","-3.85%",381079,"Player-Unknown's Battlegrounds","Multiplayer"
"September 2020",169093.71,"-23398.90","-12.16%",403693,"Player-Unknown's Battlegrounds","Multiplayer"
"August 2020",192492.61,"-19207.70","-9.07%",443390,"Player-Unknown's Battlegrounds","Multiplayer"
"July 2020",211700.3,"-18629.44","-8.09%",469568,"Player-Unknown's Battlegrounds","Multiplayer"
"June 2020",230329.74,"-12929.04","-5.31%",546359,"Player-Unknown's Battlegrounds","Multiplayer"
"May 2020",243258.78,"411.51","+0.17%",553121,"Player-Unknown's Battlegrounds","Multiplayer"
"April 2020",242847.28,"14380.11","+6.29%",913075,"Player-Unknown's Battlegrounds","Multiplayer"
"March 2020",228467.17,"-29117.16","-11.30%",562028,"Player-Unknown's Battlegrounds","Multiplayer"
"February 2020",257584.32,"-17778.72","-6.46%",606689,"Player-Unknown's Battlegrounds","Multiplayer"
"January 2020",275363.04,"-33082.41","-10.73%",645414,"Player-Unknown's Battlegrounds","Multiplayer"
"December 2019",308445.45,"2786.06","+0.91%",686239,"Player-Unknown's Battlegrounds","Multiplayer"
"November 2019",305659.39,"18525.98","+6.45%",695920,"Player-Unknown's Battlegrounds","Multiplayer"
"October 2019",287133.41,"-24310.90","-7.81%",637870,"Player-Unknown's Battlegrounds","Multiplayer"
"September 2019",311444.31,"-47086.65","-13.13%",660864,"Player-Unknown's Battlegrounds","Multiplayer"
"August 2019",358530.96,"5642.08","+1.60%",750941,"Player-Unknown's Battlegrounds","Multiplayer"
"July 2019",352888.88,"-10194.48","-2.81%",745224,"Player-Unknown's Battlegrounds","Multiplayer"
"June 2019",363083.37,"-22757.23","-5.90%",745960,"Player-Unknown's Battlegrounds","Multiplayer"
"May 2019",385840.59,"-4260.30","-1.09%",817595,"Player-Unknown's Battlegrounds","Multiplayer"
"April 2019",390100.9,"-27711.61","-6.63%",886255,"Player-Unknown's Battlegrounds","Multiplayer"
"March 2019",417812.51,"-20146.59","-4.60%",931407,"Player-Unknown's Battlegrounds","Multiplayer"
"February 2019",437959.1,"-59844.15","-12.02%",931754,"Player-Unknown's Battlegrounds","Multiplayer"
"January 2019",497803.25,"24261.99","+5.12%",1084606,"Player-Unknown's Battlegrounds","Multiplayer"
"December 2018",473541.26,"55381.78","+13.24%",1109766,"Player-Unknown's Battlegrounds","Multiplayer"
"November 2018",418159.48,"-50982.25","-10.87%",895650,"Player-Unknown's Battlegrounds","Multiplayer"
"October 2018",469141.74,"-73465.31","-13.54%",1048662,"Player-Unknown's Battlegrounds","Multiplayer"
"September 2018",542607.05,"-76713.44","-12.39%",1125229,"Player-Unknown's Battlegrounds","Multiplayer"
"August 2018",619320.48,"-69299.93","-10.06%",1260894,"Player-Unknown's Battlegrounds","Multiplayer"
"July 2018",688620.42,"-112047.81","-13.99%",1350463,"Player-Unknown's Battlegrounds","Multiplayer"
"June 2018",800668.23,"-75512.41","-8.62%",1750216,"Player-Unknown's Battlegrounds","Multiplayer"
"May 2018",876180.64,"-231001.16","-20.86%",2175704,"Player-Unknown's Battlegrounds","Multiplayer"
"April 2018",1107181.8,"-188226.79","-14.53%",2456361,"Player-Unknown's Battlegrounds","Multiplayer"
"March 2018",1295408.59,"-95606.71","-6.87%",2799269,"Player-Unknown's Battlegrounds","Multiplayer"
"February 2018",1391015.3,"-193871.48","-12.23%",2934761,"Player-Unknown's Battlegrounds","Multiplayer"
"January 2018",1584886.77,"148728.26","+10.36%",3236027,"Player-Unknown's Battlegrounds","Multiplayer"
"December 2017",1436158.51,"101988.42","+7.64%",3080769,"Player-Unknown's Battlegrounds","Multiplayer"
"November 2017",1334170.09,"247531.23","+22.78%",2915723,"Player-Unknown's Battlegrounds","Multiplayer"
"October 2017",1086638.87,"426446.12","+64.59%",2390946,"Player-Unknown's Battlegrounds","Multiplayer"
"September 2017",660192.74,"270665.33","+69.49%",1550463,"Player-Unknown's Battlegrounds","Multiplayer"
"August 2017",389527.42,"159825.72","+69.58%",874171,"Player-Unknown's Battlegrounds","Multiplayer"
"July 2017",229701.7,"89799.46","+64.19%",481291,"Player-Unknown's Battlegrounds","Multiplayer"
"June 2017",139902.24,"32460.64","+30.21%",267194,"Player-Unknown's Battlegrounds","Multiplayer"
"May 2017",107441.6,"37646.63","+53.94%",189456,"Player-Unknown's Battlegrounds","Multiplayer"
"April 2017",69794.98,"52243.84","+297.67%",140104,"Player-Unknown's Battlegrounds","Multiplayer"
"March 2017",17551.14,"-","-",67846,"Player-Unknown's Battlegrounds","Multiplayer"
"March 2022",15825.96,"-4740.77","-23.05%",25798,"The Elder Scrolls V: Skyrim","Singleplayer"
"February 2022",20566.74,"-4878.12","-19.17%",35593,"The Elder Scrolls V: Skyrim","Singleplayer"
"January 2022",25444.86,"-470.86","-1.82%",42340,"The Elder Scrolls V: Skyrim","Singleplayer"
"December 2021",25915.72,"-438.32","-1.66%",44625,"The Elder Scrolls V: Skyrim","Singleplayer"
"November 2021",26354.04,"8736.20","+49.59%",53665,"The Elder Scrolls V: Skyrim","Singleplayer"
"October 2021",17617.84,"-2184.90","-11.03%",29879,"The Elder Scrolls V: Skyrim","Singleplayer"
"September 2021",19802.74,"-2209.46","-10.04%",32075,"The Elder Scrolls V: Skyrim","Singleplayer"
"August 2021",22012.2,"2730.71","+14.16%",37370,"The Elder Scrolls V: Skyrim","Singleplayer"
"July 2021",19281.49,"3846.59","+24.92%",28758,"The Elder Scrolls V: Skyrim","Singleplayer"
"June 2021",15434.9,"-1599.09","-9.39%",24341,"The Elder Scrolls V: Skyrim","Singleplayer"
"May 2021",17033.98,"450.40","+2.72%",27567,"The Elder Scrolls V: Skyrim","Singleplayer"
"April 2021",16583.58,"-408.88","-2.41%",26159,"The Elder Scrolls V: Skyrim","Singleplayer"
"March 2021",16992.46,"-3160.19","-15.68%",27364,"The Elder Scrolls V: Skyrim","Singleplayer"
"February 2021",20152.65,"532.91","+2.72%",31961,"The Elder Scrolls V: Skyrim","Singleplayer"
"January 2021",19619.74,"3835.37","+24.30%",34631,"The Elder Scrolls V: Skyrim","Singleplayer"
"December 2020",15784.37,"811.30","+5.42%",26658,"The Elder Scrolls V: Skyrim","Singleplayer"
"November 2020",14973.07,"338.72","+2.31%",24514,"The Elder Scrolls V: Skyrim","Singleplayer"
"October 2020",14634.35,"-1312.59","-8.23%",23284,"The Elder Scrolls V: Skyrim","Singleplayer"
"September 2020",15946.93,"-3544.31","-18.18%",24612,"The Elder Scrolls V: Skyrim","Singleplayer"
"August 2020",19491.25,"560.54","+2.96%",30978,"The Elder Scrolls V: Skyrim","Singleplayer"
"July 2020",18930.71,"1504.97","+8.64%",29916,"The Elder Scrolls V: Skyrim","Singleplayer"
"June 2020",17425.74,"660.76","+3.94%",29337,"The Elder Scrolls V: Skyrim","Singleplayer"
"May 2020",16764.98,"-1042.78","-5.86%",25892,"The Elder Scrolls V: Skyrim","Singleplayer"
"April 2020",17807.76,"2792.68","+18.60%",26917,"The Elder Scrolls V: Skyrim","Singleplayer"
"March 2020",15015.08,"314.21","+2.14%",26291,"The Elder Scrolls V: Skyrim","Singleplayer"
"February 2020",14700.87,"-1290.95","-8.07%",25303,"The Elder Scrolls V: Skyrim","Singleplayer"
"January 2020",15991.82,"2793.00","+21.16%",26377,"The Elder Scrolls V: Skyrim","Singleplayer"
"December 2019",13198.82,"2589.68","+24.41%",23687,"The Elder Scrolls V: Skyrim","Singleplayer"
"November 2019",10609.15,"187.28","+1.80%",17841,"The Elder Scrolls V: Skyrim","Singleplayer"
"October 2019",10421.86,"-366.55","-3.40%",18408,"The Elder Scrolls V: Skyrim","Singleplayer"
"September 2019",10788.42,"-2189.17","-16.87%",18680,"The Elder Scrolls V: Skyrim","Singleplayer"
"August 2019",12977.59,"82.03","+0.64%",20823,"The Elder Scrolls V: Skyrim","Singleplayer"
"July 2019",12895.56,"317.67","+2.53%",22225,"The Elder Scrolls V: Skyrim","Singleplayer"
"June 2019",12577.89,"952.59","+8.19%",20020,"The Elder Scrolls V: Skyrim","Singleplayer"
"May 2019",11625.3,"-126.23","-1.07%",19843,"The Elder Scrolls V: Skyrim","Singleplayer"
"April 2019",11751.53,"297.68","+2.60%",20798,"The Elder Scrolls V: Skyrim","Singleplayer"
"March 2019",11453.85,"-858.34","-6.97%",21780,"The Elder Scrolls V: Skyrim","Singleplayer"
"February 2019",12312.19,"-273.59","-2.17%",21698,"The Elder Scrolls V: Skyrim","Singleplayer"
"January 2019",12585.78,"1127.81","+9.84%",20884,"The Elder Scrolls V: Skyrim","Singleplayer"
"December 2018",11457.97,"1366.94","+13.55%",19864,"The Elder Scrolls V: Skyrim","Singleplayer"
"November 2018",10091.03,"-272.38","-2.63%",18616,"The Elder Scrolls V: Skyrim","Singleplayer"
"October 2018",10363.41,"850.93","+8.95%",18838,"The Elder Scrolls V: Skyrim","Singleplayer"
"September 2018",9512.48,"-1492.03","-13.56%",17567,"The Elder Scrolls V: Skyrim","Singleplayer"
"August 2018",11004.51,"-1042.06","-8.65%",19106,"The Elder Scrolls V: Skyrim","Singleplayer"
"July 2018",12046.57,"584.17","+5.10%",19319,"The Elder Scrolls V: Skyrim","Singleplayer"
"June 2018",11462.4,"428.86","+3.89%",19321,"The Elder Scrolls V: Skyrim","Singleplayer"
"May 2018",11033.55,"-741.25","-6.30%",18427,"The Elder Scrolls V: Skyrim","Singleplayer"
"April 2018",11774.79,"1572.45","+15.41%",25182,"The Elder Scrolls V: Skyrim","Singleplayer"
"March 2018",10202.34,"-134.83","-1.30%",17857,"The Elder Scrolls V: Skyrim","Singleplayer"
"February 2018",10337.17,"-1880.06","-15.39%",18673,"The Elder Scrolls V: Skyrim","Singleplayer"
"January 2018",12217.23,"1157.22","+10.46%",21459,"The Elder Scrolls V: Skyrim","Singleplayer"
"December 2017",11060.01,"2280.03","+25.97%",19724,"The Elder Scrolls V: Skyrim","Singleplayer"
"November 2017",8779.98,"-784.25","-8.20%",17725,"The Elder Scrolls V: Skyrim","Singleplayer"
"October 2017",9564.23,"-1345.53","-12.33%",18622,"The Elder Scrolls V: Skyrim","Singleplayer"
"September 2017",10909.76,"1141.87","+11.69%",23312,"The Elder Scrolls V: Skyrim","Singleplayer"
"August 2017",9767.89,"-568.48","-5.50%",18461,"The Elder Scrolls V: Skyrim","Singleplayer"
"July 2017",10336.37,"912.68","+9.68%",16929,"The Elder Scrolls V: Skyrim","Singleplayer"
"June 2017",9423.68,"362.08","+4.00%",15695,"The Elder Scrolls V: Skyrim","Singleplayer"
"May 2017",9061.61,"1392.80","+18.16%",16427,"The Elder Scrolls V: Skyrim","Singleplayer"
"April 2017",7668.81,"-702.80","-8.40%",15364,"The Elder Scrolls V: Skyrim","Singleplayer"
"March 2017",8371.61,"-1614.72","-16.17%",16316,"The Elder Scrolls V: Skyrim","Singleplayer"
"February 2017",9986.33,"-2193.87","-18.01%",18727,"The Elder Scrolls V: Skyrim","Singleplayer"
"January 2017",12180.21,"-2985.95","-19.69%",22528,"The Elder Scrolls V: Skyrim","Singleplayer"
"December 2016",15166.15,"-12887.45","-45.94%",30528,"The Elder Scrolls V: Skyrim","Singleplayer"
"November 2016",28053.6,"22375.20","+394.04%",65584,"The Elder Scrolls V: Skyrim","Singleplayer"
"October 2016",5678.4,"5676.98","+398832.91%",69777,"The Elder Scrolls V: Skyrim","Singleplayer"
"September 2016",1.42,"-","-",14,"The Elder Scrolls V: Skyrim","Singleplayer"
"March 2022",25851.21,"-2942.24","-10.22%",38568,"Stardew Valley","Singleplayer"
"February 2022",28793.45,"-4828.12","-14.36%",44044,"Stardew Valley","Singleplayer"
"January 2022",33621.58,"8669.86","+34.75%",48151,"Stardew Valley","Singleplayer"
"December 2021",24951.71,"1745.53","+7.52%",39992,"Stardew Valley","Singleplayer"
"November 2021",23206.18,"792.06","+3.53%",35441,"Stardew Valley","Singleplayer"
"October 2021",22414.12,"-1906.76","-7.84%",35687,"Stardew Valley","Singleplayer"
"September 2021",24320.88,"-6246.22","-20.43%",36516,"Stardew Valley","Singleplayer"
"August 2021",30567.1,"2087.55","+7.33%",49612,"Stardew Valley","Singleplayer"
"July 2021",28479.55,"6238.17","+28.05%",41572,"Stardew Valley","Singleplayer"
"June 2021",22241.37,"-933.17","-4.03%",36513,"Stardew Valley","Singleplayer"
"May 2021",23174.54,"-3998.04","-14.71%",35440,"Stardew Valley","Singleplayer"
"April 2021",27172.58,"-6008.36","-18.11%",42500,"Stardew Valley","Singleplayer"
"March 2021",33180.94,"-5123.75","-13.38%",51990,"Stardew Valley","Singleplayer"
"February 2021",38304.69,"-18861.87","-32.99%",59709,"Stardew Valley","Singleplayer"
"January 2021",57166.55,"27545.84","+93.00%",94479,"Stardew Valley","Singleplayer"
"December 2020",29620.71,"15816.79","+114.58%",89311,"Stardew Valley","Singleplayer"
"November 2020",13803.92,"1743.87","+14.46%",22453,"Stardew Valley","Singleplayer"
"October 2020",12060.05,"-1449.28","-10.73%",18293,"Stardew Valley","Singleplayer"
"September 2020",13509.32,"-3143.93","-18.88%",19609,"Stardew Valley","Singleplayer"
"August 2020",16653.25,"-3302.06","-16.55%",23442,"Stardew Valley","Singleplayer"
"July 2020",19955.32,"4745.95","+31.20%",28908,"Stardew Valley","Singleplayer"
"June 2020",15209.37,"-5277.82","-25.76%",24618,"Stardew Valley","Singleplayer"
"May 2020",20487.19,"-9463.98","-31.60%",31679,"Stardew Valley","Singleplayer"
"April 2020",29951.17,"2563.11","+9.36%",44965,"Stardew Valley","Singleplayer"
"March 2020",27388.06,"3690.90","+15.58%",45512,"Stardew Valley","Singleplayer"
"February 2020",23697.16,"-659.06","-2.71%",33885,"Stardew Valley","Singleplayer"
"January 2020",24356.22,"207.65","+0.86%",39046,"Stardew Valley","Singleplayer"
"December 2019",24148.56,"13293.41","+122.46%",38024,"Stardew Valley","Singleplayer"
"November 2019",10855.15,"1922.73","+21.53%",35053,"Stardew Valley","Singleplayer"
"October 2019",8932.42,"-340.28","-3.67%",14194,"Stardew Valley","Singleplayer"
"September 2019",9272.7,"-1745.90","-15.84%",14278,"Stardew Valley","Singleplayer"
"August 2019",11018.6,"-4348.52","-28.30%",16327,"Stardew Valley","Singleplayer"
"July 2019",15367.12,"3008.72","+24.35%",24919,"Stardew Valley","Singleplayer"
"June 2019",12358.4,"-115.66","-0.93%",24769,"Stardew Valley","Singleplayer"
"May 2019",12474.06,"-67.62","-0.54%",21404,"Stardew Valley","Singleplayer"
"April 2019",12541.68,"-624.92","-4.75%",19916,"Stardew Valley","Singleplayer"
"March 2019",13166.6,"442.22","+3.48%",19786,"Stardew Valley","Singleplayer"
"February 2019",12724.38,"-2524.77","-16.56%",19330,"Stardew Valley","Singleplayer"
"January 2019",15249.15,"4089.03","+36.64%",24470,"Stardew Valley","Singleplayer"
"December 2018",11160.12,"1657.08","+17.44%",22842,"Stardew Valley","Singleplayer"
"November 2018",9503.04,"-549.54","-5.47%",16133,"Stardew Valley","Singleplayer"
"October 2018",10052.58,"-1712.88","-14.56%",16189,"Stardew Valley","Singleplayer"
"September 2018",11765.47,"-5121.73","-30.33%",19826,"Stardew Valley","Singleplayer"
"August 2018",16887.2,"303.06","+1.83%",27255,"Stardew Valley","Singleplayer"
"July 2018",16584.14,"-778.28","-4.48%",24692,"Stardew Valley","Singleplayer"
"June 2018",17362.42,"-10183.10","-36.97%",30055,"Stardew Valley","Singleplayer"
"May 2018",27545.52,"20015.93","+265.83%",54212,"Stardew Valley","Singleplayer"
"April 2018",7529.59,"-524.04","-6.51%",26926,"Stardew Valley","Singleplayer"
"March 2018",8053.63,"-981.18","-10.86%",12668,"Stardew Valley","Singleplayer"
"February 2018",9034.82,"-2672.27","-22.83%",14601,"Stardew Valley","Singleplayer"
"January 2018",11707.09,"1882.99","+19.17%",20139,"Stardew Valley","Singleplayer"
"December 2017",9824.1,"1147.60","+13.23%",18346,"Stardew Valley","Singleplayer"
"November 2017",8676.5,"534.72","+6.57%",17839,"Stardew Valley","Singleplayer"
"October 2017",8141.78,"1272.45","+18.52%",13654,"Stardew Valley","Singleplayer"
"September 2017",6869.32,"-1978.22","-22.36%",10745,"Stardew Valley","Singleplayer"
"August 2017",8847.55,"-6690.63","-43.06%",13774,"Stardew Valley","Singleplayer"
"July 2017",15538.17,"6633.52","+74.50%",28122,"Stardew Valley","Singleplayer"
"June 2017",8904.65,"1022.02","+12.97%",18718,"Stardew Valley","Singleplayer"
"May 2017",7882.63,"229.07","+2.99%",11896,"Stardew Valley","Singleplayer"
"April 2017",7653.56,"-2039.45","-21.04%",11538,"Stardew Valley","Singleplayer"
"March 2017",9693.01,"-194.93","-1.97%",17295,"Stardew Valley","Singleplayer"
"February 2017",9887.94,"-1910.91","-16.20%",17590,"Stardew Valley","Singleplayer"
"January 2017",11798.85,"3822.87","+47.93%",24014,"Stardew Valley","Singleplayer"
"December 2016",7975.97,"1097.03","+15.95%",18787,"Stardew Valley","Singleplayer"
"November 2016",6878.95,"-2378.22","-25.69%",13674,"Stardew Valley","Singleplayer"
"October 2016",9257.17,"4884.78","+111.72%",18675,"Stardew Valley","Singleplayer"
"September 2016",4372.38,"-1135.27","-20.61%",7360,"Stardew Valley","Singleplayer"
"August 2016",5507.66,"-3792.11","-40.78%",9367,"Stardew Valley","Singleplayer"
"July 2016",9299.77,"1730.11","+22.86%",21032,"Stardew Valley","Singleplayer"
"June 2016",7569.66,"-2084.83","-21.59%",18642,"Stardew Valley","Singleplayer"
"May 2016",9654.49,"-10188.94","-51.35%",20528,"Stardew Valley","Singleplayer"
"April 2016",19843.44,"-15104.02","-43.22%",43286,"Stardew Valley","Singleplayer"
"March 2016",34947.46,"33352.74","+2091.45%",64256,"Stardew Valley","Singleplayer"
"February 2016",1594.72,"1594.19","+300989.87%",24496,"Stardew Valley","Singleplayer"
"January 2016",0.53,"-0.07","-11.91%",3,"Stardew Valley","Singleplayer"
"December 2015",0.6,"-","-",3,"Stardew Valley","Singleplayer"
"March 2022",17832.11,"-3560.67","-16.64%",40775,"The Witcher 3: Wild Hunt","Singleplayer"
"February 2022",21392.78,"-15337.82","-41.76%",46617,"The Witcher 3: Wild Hunt","Singleplayer"
"January 2022",36730.6,"11603.01","+46.18%",78592,"The Witcher 3: Wild Hunt","Singleplayer"
"December 2021",25127.6,"9667.55","+62.53%",62211,"The Witcher 3: Wild Hunt","Singleplayer"
"November 2021",15460.05,"1926.97","+14.24%",31845,"The Witcher 3: Wild Hunt","Singleplayer"
"October 2021",13533.08,"-6146.43","-31.23%",32571,"The Witcher 3: Wild Hunt","Singleplayer"
"September 2021",19679.51,"1430.43","+7.84%",44434,"The Witcher 3: Wild Hunt","Singleplayer"
"August 2021",18249.08,"-1620.06","-8.15%",44132,"The Witcher 3: Wild Hunt","Singleplayer"
"July 2021",19869.14,"2427.58","+13.92%",38753,"The Witcher 3: Wild Hunt","Singleplayer"
"June 2021",17441.56,"630.38","+3.75%",34733,"The Witcher 3: Wild Hunt","Singleplayer"
"May 2021",16811.18,"-2007.62","-10.67%",41446,"The Witcher 3: Wild Hunt","Singleplayer"
"April 2021",18818.8,"3405.54","+22.09%",43867,"The Witcher 3: Wild Hunt","Singleplayer"
"March 2021",15413.25,"-2386.29","-13.41%",37844,"The Witcher 3: Wild Hunt","Singleplayer"
"February 2021",17799.54,"-2902.90","-14.02%",38603,"The Witcher 3: Wild Hunt","Singleplayer"
"January 2021",20702.44,"-439.25","-2.08%",42783,"The Witcher 3: Wild Hunt","Singleplayer"
"December 2020",21141.69,"4030.56","+23.56%",41042,"The Witcher 3: Wild Hunt","Singleplayer"
"November 2020",17111.12,"3194.22","+22.95%",37517,"The Witcher 3: Wild Hunt","Singleplayer"
"October 2020",13916.9,"-4393.70","-24.00%",27402,"The Witcher 3: Wild Hunt","Singleplayer"
"September 2020",18310.61,"1982.99","+12.15%",38742,"The Witcher 3: Wild Hunt","Singleplayer"
"August 2020",16327.61,"-2500.77","-13.28%",36555,"The Witcher 3: Wild Hunt","Singleplayer"
"July 2020",18828.38,"-172.45","-0.91%",34735,"The Witcher 3: Wild Hunt","Singleplayer"
"June 2020",19000.83,"-2433.65","-11.35%",35118,"The Witcher 3: Wild Hunt","Singleplayer"
"May 2020",21434.48,"-5810.85","-21.33%",41736,"The Witcher 3: Wild Hunt","Singleplayer"
"April 2020",27245.33,"5788.21","+26.98%",61236,"The Witcher 3: Wild Hunt","Singleplayer"
"March 2020",21457.11,"-6289.73","-22.67%",49787,"The Witcher 3: Wild Hunt","Singleplayer"
"February 2020",27746.84,"-20470.48","-42.45%",62188,"The Witcher 3: Wild Hunt","Singleplayer"
"January 2020",48217.32,"20857.28","+76.23%",103329,"The Witcher 3: Wild Hunt","Singleplayer"
"December 2019",27360.04,"14199.40","+107.89%",94601,"The Witcher 3: Wild Hunt","Singleplayer"
"November 2019",13160.64,"3260.46","+32.93%",26594,"The Witcher 3: Wild Hunt","Singleplayer"
"October 2019",9900.18,"-3355.44","-25.31%",20367,"The Witcher 3: Wild Hunt","Singleplayer"
"September 2019",13255.62,"230.22","+1.77%",30585,"The Witcher 3: Wild Hunt","Singleplayer"
"August 2019",13025.41,"-5422.24","-29.39%",25634,"The Witcher 3: Wild Hunt","Singleplayer"
"July 2019",18447.65,"3253.44","+21.41%",35770,"The Witcher 3: Wild Hunt","Singleplayer"
"June 2019",15194.21,"5069.20","+50.07%",33044,"The Witcher 3: Wild Hunt","Singleplayer"
"May 2019",10125,"-2383.73","-19.06%",21319,"The Witcher 3: Wild Hunt","Singleplayer"
"April 2019",12508.73,"1631.73","+15.00%",33783,"The Witcher 3: Wild Hunt","Singleplayer"
"March 2019",10877.01,"-3649.67","-25.12%",23575,"The Witcher 3: Wild Hunt","Singleplayer"
"February 2019",14526.67,"1463.48","+11.20%",33762,"The Witcher 3: Wild Hunt","Singleplayer"
"January 2019",13063.19,"1033.47","+8.59%",25651,"The Witcher 3: Wild Hunt","Singleplayer"
"December 2018",12029.72,"-1375.59","-10.26%",23943,"The Witcher 3: Wild Hunt","Singleplayer"
"November 2018",13405.32,"3304.64","+32.72%",27237,"The Witcher 3: Wild Hunt","Singleplayer"
"October 2018",10100.67,"-2131.70","-17.43%",19557,"The Witcher 3: Wild Hunt","Singleplayer"
"September 2018",12232.38,"1994.54","+19.48%",25800,"The Witcher 3: Wild Hunt","Singleplayer"
"August 2018",10237.83,"-4880.77","-32.28%",19278,"The Witcher 3: Wild Hunt","Singleplayer"
"July 2018",15118.61,"1412.18","+10.30%",28266,"The Witcher 3: Wild Hunt","Singleplayer"
"June 2018",13706.43,"3573.23","+35.26%",29642,"The Witcher 3: Wild Hunt","Singleplayer"
"May 2018",10133.2,"-1563.92","-13.37%",19144,"The Witcher 3: Wild Hunt","Singleplayer"
"April 2018",11697.12,"171.92","+1.49%",26152,"The Witcher 3: Wild Hunt","Singleplayer"
"March 2018",11525.2,"-4216.15","-26.78%",24060,"The Witcher 3: Wild Hunt","Singleplayer"
